Name,Position,Age,ca,pa,Nationality,Club,Corners,Crossing,Dribbling,Finishing,First Touch,Free Kick Taking,Heading,Long Shots,Long Throws,Marking,Passing,Penalty Taking,Tackling,Technique,Aggressiion,Anticipation,Bravery,Composure,Concentration,Vision,Decision,Determination,Flair,Leadership,Off The Ball,Position,Teamwork,Work Rate,Acceleration,Agility,Balance,Jumping Reach,Natural Fitness,Pace,Stamina,Strength,Stability,Foul,Contest performance,Injury,diversity,Aerial Reach,Command Of Area,Communication,Eccentricity,Handling,Kicking,One On Ones,Reflexes,Rushing Out,Punching,Throwing,Adaptation,Ambition,Argue,Loyal,Resistant to stress,Professional,Sportsmanship,Emotional control,GK,DL,DC,DR,WBL,WBR,DM,ML,MC,MR,AML,AMC,AMR,ST,Height,Weight,Left Foot,Right Foot,Values,Date of birth,Salary,Rental club
Miguel Brizuela,D LC,25,120,125,Argentina,Club Atlético Vélez Sarsfield,7,8,12,9,11,7,13,10,12,13,11,11,14,12,14,13,15,12,12,12,12,15,9,11,10,12,14,14,13,12,13,11,13,13,14,12,13,12,12,4,12,2,1,2,3,2,2,3,3,4,3,4,14,11,12,11,12,12,8,13,1,17,20,1,1,1,1,1,1,1,1,1,1,1,182,78,20,8,1584954,05/01/1997,6751,
Joel Asoro,AM/S RL,23,120,138,"Sweden,Nigeria",Djurgårdens IF,7,9,14,12,14,7,11,11,15,5,10,7,5,14,11,11,7,11,11,9,11,15,15,5,12,6,12,11,15,14,12,10,12,15,11,9,12,7,12,5,7,1,1,1,3,2,1,1,2,1,2,3,16,12,8,9,12,12,12,10,1,1,1,1,1,1,1,10,1,11,17,1,20,19,175,70,9,20,1185372,27/04/1999,2329,
Janis Blaswich,GK,31,120,122,Germany,RB Leipzig,4,2,1,2,8,7,8,3,1,3,8,3,1,7,10,12,12,12,13,7,12,12,2,8,3,12,12,12,10,12,11,15,12,10,12,14,13,5,10,9,11,13,13,13,9,13,13,14,15,12,9,10,9,11,5,15,13,14,14,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,88,7,20,513882,02/05/1991,4999,
Dennis Jastrzembski,M/AM L,22,120,132,"Poland,Germany",Śląsk Wrocław,7,11,12,9,13,7,9,9,14,7,11,10,8,11,16,11,14,12,11,11,11,15,11,8,11,7,16,15,15,13,11,10,14,15,14,11,12,10,14,4,11,2,1,2,3,2,1,3,1,3,1,1,11,16,8,10,15,13,15,12,1,10,1,1,15,1,1,19,1,10,20,7,12,14,178,81,20,8,1179218,20/02/2000,2873,
Jimmy Durmaz,M/AM RLC,33,120,135,"Sweden,Lebanon,Turkey",Fatih Karagümrük A.Ş.,14,15,15,13,14,16,6,14,6,7,15,13,7,15,14,11,11,14,12,14,12,12,16,7,12,8,13,13,12,13,12,9,13,11,11,10,13,12,10,6,14,3,4,2,3,3,4,1,3,3,1,3,8,13,12,10,10,14,7,8,1,1,1,1,1,1,1,15,20,15,15,18,15,1,180,69,20,8,567000,22/03/1989,5529,
Bongani Zungu,DM/M C,29,120,130,South Africa,Mamelodi Sundowns Football Club,11,10,12,9,12,10,13,11,10,14,13,9,13,13,9,14,11,11,10,13,9,10,11,9,14,13,14,13,14,11,10,12,15,14,14,14,11,9,13,9,15,3,1,3,3,4,3,2,2,2,3,3,15,15,12,12,14,9,15,13,1,1,1,1,1,1,17,10,20,10,1,1,1,1,184,80,10,20,204093,09/10/1992,3323,
Jake Cooper,D C,27,120,137,England,Millwall,3,3,10,8,8,3,16,8,5,14,11,8,14,11,11,12,15,12,13,11,10,14,5,14,10,14,12,10,10,6,10,19,14,10,18,16,14,5,14,7,9,1,2,2,1,2,4,2,1,1,2,2,20,10,2,12,11,13,15,15,1,1,20,1,1,1,1,1,1,1,1,1,1,1,201,85,20,7,3320537,03/02/1995,13919,
Xavier Arreaga,D C,27,120,129,"Ecuador,United States",Seattle Sounders FC,3,7,8,7,9,6,15,9,14,15,10,7,16,11,13,12,16,9,12,7,9,12,11,9,11,13,14,15,11,11,13,13,15,12,16,14,11,7,7,13,12,2,3,2,3,1,1,3,3,4,3,3,8,13,4,13,11,12,10,13,1,10,20,10,1,1,15,1,1,1,1,1,1,1,183,75,10,20,1900779,28/09/1994,13572,
Fredrik Jensen,AM/S LC,24,120,130,Finland,FC Augsburg,10,11,11,11,11,10,7,13,6,6,12,10,7,14,10,12,8,14,10,13,12,11,13,7,15,9,13,16,11,12,10,10,16,13,14,11,11,7,12,7,15,3,3,2,1,2,4,3,4,1,2,3,14,12,5,13,15,13,15,18,1,1,1,1,1,1,1,15,15,13,17,20,14,16,183,80,10,20,1298928,09/09/1997,9581,
Senousi El-Hadi,AM LC,28,120,121,Libya,Al-Arabi Sporting Club,9,10,14,10,14,9,9,11,7,9,11,6,9,14,15,14,5,12,8,10,11,4,13,12,14,9,10,11,14,14,12,9,12,14,11,5,18,11,10,15,16,1,2,2,3,2,4,1,1,2,1,2,17,11,8,10,12,10,6,13,1,1,1,1,1,1,1,12,1,1,20,18,1,1,175,0,20,11,712980,26/02/1994,1376,
Lamine Koné,D C,33,120,140,"Ivory Coast,France",,5,9,9,8,9,6,16,8,7,14,10,6,15,11,14,15,14,13,11,8,12,14,8,10,8,12,15,12,12,8,14,12,13,11,14,16,15,13,13,10,8,1,3,2,1,1,2,1,4,3,2,2,10,13,6,8,13,10,15,15,1,1,20,12,1,1,1,1,1,1,1,1,1,1,186,83,8,20,-1,01/02/1989,,
Petar Filipović,D C,31,120,124,"Croatia,Germany",AE Limassol,9,10,8,8,12,8,14,8,8,12,11,7,13,11,12,12,12,10,12,11,9,13,10,10,11,13,13,12,11,13,14,14,12,14,12,15,12,9,10,15,13,1,1,1,3,3,3,3,3,2,2,3,17,8,7,11,10,11,7,10,1,14,20,10,10,8,14,10,10,1,10,1,1,5,188,83,20,12,347975206,14/09/1990,3249,
Even Hovland,D C,33,120,125,Norway,BK Häcken,4,7,7,7,10,8,12,8,10,13,12,8,13,10,11,14,14,15,11,12,11,13,7,14,7,14,15,9,11,8,13,15,11,11,12,17,14,6,13,14,7,3,3,1,1,2,3,1,3,2,1,3,11,11,3,13,12,15,17,18,1,1,20,1,1,1,1,1,1,1,1,1,1,1,191,90,11,20,347975206,14/02/1989,1863,
Pablo Pérez,M C,36,120,130,Argentina,Club Atlético Newell's Old Boys,12,13,11,11,14,10,8,13,4,13,14,12,16,14,20,12,16,10,11,15,13,15,13,17,12,12,15,14,10,9,14,8,12,9,11,12,12,20,12,12,14,1,3,2,1,2,1,2,1,2,3,3,8,12,18,14,8,13,4,2,1,1,1,1,1,1,10,12,20,14,1,12,1,1,179,71,10,20,53689,10/08/1985,10052,
Niclas Eliasson,M/AM RL,26,120,135,"Sweden,Brazil",AEK Athens,11,15,14,11,13,12,5,9,3,4,12,8,4,13,9,11,11,10,11,14,11,12,14,4,13,7,10,12,15,15,11,7,12,15,12,7,12,4,12,5,13,1,1,3,2,3,2,2,2,1,1,3,12,13,3,6,12,13,13,15,1,1,1,1,1,1,1,16,1,16,20,1,19,10,174,64,20,8,3341249,07/12/1995,8077,
Radosław Majecki,GK,22,120,145,Poland,AS Monaco,4,2,1,1,12,8,9,2,1,3,11,3,1,10,4,13,12,15,14,8,11,14,6,8,8,13,12,14,7,13,14,16,14,8,12,14,14,3,12,2,10,15,12,13,7,14,12,13,12,12,13,12,15,15,8,11,17,15,12,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,193,78,8,20,6339999,16/11/1999,11506,KSV Cercle Brugge
Andy,DM/M C,32,120,125,Spain,Burgos,9,13,10,11,14,13,12,12,9,11,14,15,12,13,11,11,12,12,13,12,12,12,14,12,12,13,13,14,12,12,12,12,13,12,12,13,12,9,13,6,10,1,2,3,3,2,1,1,3,1,3,3,14,13,8,11,13,14,12,9,1,1,5,1,1,1,20,1,19,1,1,12,1,1,185,79,20,8,347975206,30/01/1990,3609,
Edder Farías,S,34,120,128,Venezuela,Deportivo Táchira F.C.,2,7,11,14,11,8,14,12,4,10,8,15,7,11,16,14,14,13,13,10,13,13,5,12,13,5,12,10,12,12,13,14,11,12,13,13,14,12,14,5,6,4,3,3,2,1,3,1,3,3,2,1,8,12,7,11,12,12,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,20,185,75,11,20,347975206,12/04/1988,955,
Iliya Gruev,DM/M C,22,120,135,"Bulgaria,Germany",SV Werder Bremen,12,8,8,7,12,12,10,10,5,12,13,10,14,12,13,13,15,12,12,12,13,16,10,11,9,13,16,15,11,11,13,12,12,12,15,12,15,8,12,7,12,2,1,1,1,1,2,3,1,2,2,3,10,13,6,16,15,15,12,11,1,1,10,1,1,1,20,12,18,12,1,10,1,1,185,72,20,10,2874999,06/05/2000,12466,
Tomás Pozzo,AM RLC,21,120,145,Argentina,Club Atlético Independiente,11,13,13,14,12,10,6,13,10,7,12,8,7,15,6,14,6,10,11,12,11,14,15,7,13,13,14,14,13,12,15,7,12,14,13,9,15,4,12,5,12,1,2,2,4,2,3,2,1,3,2,3,13,11,7,18,12,16,16,8,1,1,1,1,1,1,1,1,12,1,17,20,17,1,168,73,20,10,5079742,27/09/2000,8800,
Christopher Antwi-Adjei,M/AM RL,28,120,128,"Ghana,Germany",VfL Bochum 1848,10,9,14,11,11,8,5,11,13,6,11,9,7,13,15,10,8,10,10,11,11,12,14,7,13,7,14,11,15,14,10,7,13,15,13,8,8,6,11,4,14,1,1,2,1,2,1,4,2,2,2,1,9,13,6,10,10,14,14,16,1,1,1,1,10,1,1,20,1,16,20,10,16,10,173,72,12,20,1420183,07/02/1994,3836,
Maxime Le Marchand,D LC,32,120,131,France,RC Strasbourg Alsace,7,12,9,6,10,7,13,5,11,13,13,6,14,12,14,12,15,12,13,8,12,15,7,8,8,13,14,15,11,12,14,14,12,13,15,14,15,12,14,13,12,2,3,2,3,3,1,2,1,1,1,1,14,14,2,16,12,16,14,15,1,18,20,1,10,1,12,1,1,1,1,1,1,1,185,77,20,7,286384,11/10/1989,6647,
Robin Yalçın,D/DM RC,28,120,125,"Germany,Turkey",Sivasspor,7,12,10,10,12,7,10,14,8,12,13,7,14,12,13,13,13,13,12,12,13,13,9,14,7,13,14,15,10,10,13,10,13,10,14,14,13,10,14,12,16,2,3,3,3,1,1,3,4,1,3,1,12,14,5,10,12,14,16,13,1,1,18,18,1,13,20,1,15,10,1,1,1,1,183,77,8,20,1922353,25/01/1994,8295,
Dimitris Kourbelis,D/DM/M C,28,120,125,Greece,Panathinaikos AO,6,10,11,9,12,7,13,10,10,13,12,10,14,13,15,14,13,14,13,10,13,16,10,16,9,13,15,13,11,12,10,12,10,11,12,12,13,14,14,13,12,3,1,2,2,3,1,2,3,2,2,2,12,13,6,16,15,14,9,10,1,1,16,1,1,1,20,1,19,1,1,1,1,1,181,74,8,20,1776499,02/11/1993,11827,
Jason Knight,D/M RC,21,120,145,Republic of Ireland,Derby County,8,9,12,9,12,10,9,8,4,9,13,9,13,13,12,11,13,9,10,12,9,14,11,12,10,9,14,16,12,14,12,7,16,12,15,12,12,8,10,10,9,2,1,2,3,1,2,3,2,3,2,1,14,14,4,16,10,14,12,16,1,1,1,18,1,14,13,13,20,14,13,15,14,1,173,63,13,20,13701524,13/02/2001,11135,
Jon Ander Serantes,GK,33,120,133,"Spain,Pays Basque",Logroñés,3,3,3,1,6,6,3,2,1,3,14,3,1,4,7,11,12,10,13,6,12,5,1,12,2,12,11,12,11,14,12,12,12,12,12,10,13,5,13,12,15,12,13,13,8,14,12,12,14,12,12,13,8,12,5,8,9,9,11,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,184,72,5,20,315421,04/01/1989,3839,
Janni Serra,S,24,120,134,Germany,DSC Arminia Bielefeld,6,9,11,12,10,6,15,8,7,7,11,12,7,10,16,15,15,11,11,10,12,15,8,9,13,7,14,17,12,9,10,17,13,14,13,16,11,6,15,12,8,2,3,4,2,3,1,2,1,3,1,1,10,15,5,10,12,14,13,16,1,1,1,1,1,1,1,1,1,1,1,10,10,20,193,87,20,10,2950826,13/04/1998,4315,
Jandro Orellana,DM/M C,21,120,150,Spain,F.C. Andorra,12,7,11,8,14,11,8,10,6,8,14,12,11,13,11,12,11,12,11,14,14,14,14,13,12,12,15,11,12,13,12,8,14,12,13,11,15,8,15,13,12,3,1,1,3,2,2,2,3,2,1,3,8,13,5,14,14,15,14,15,1,1,1,1,1,1,20,1,20,1,1,12,1,1,178,68,10,20,2339999,07/08/2000,6240,
Christoph Zimmermann,D C,29,120,138,Germany,SV Darmstadt 98,3,5,7,6,11,3,15,6,6,14,12,6,13,11,13,12,15,12,12,11,11,13,7,17,7,14,15,12,11,9,12,16,12,12,12,15,13,9,14,11,3,4,3,1,1,3,3,2,2,2,1,4,15,11,1,16,13,19,18,17,1,8,20,12,1,1,1,1,1,1,1,1,1,1,194,92,8,20,1640311,12/01/1993,15341,
Johnny,DM/M/AM C,20,120,139,"United States,Brazil",INT,7,9,12,11,13,10,11,9,9,11,13,13,12,13,10,12,13,13,12,13,13,13,11,14,13,11,14,13,12,12,12,12,13,12,13,14,13,6,13,6,15,2,1,3,2,1,2,4,2,2,2,2,14,13,3,13,12,13,10,12,1,1,1,1,1,1,18,1,20,1,1,17,1,10,184,78,8,20,7987882,20/09/2001,6709,
Edu Campabadal,D/WB R,29,120,131,Spain,,9,13,8,7,12,9,12,11,12,12,13,5,13,9,15,14,12,13,13,11,15,12,8,12,12,12,13,13,13,13,12,13,14,13,13,11,11,10,12,9,11,3,2,3,1,1,1,2,3,3,1,2,12,9,8,11,10,13,12,15,1,10,13,20,7,16,12,1,1,1,1,1,1,1,176,76,5,20,-1,26/01/1993,,
Mohammed Kamara,AM/S RL,24,120,125,Liberia,Hapoel Haifa,5,11,14,12,13,7,7,9,4,4,12,10,8,15,13,12,11,14,15,11,11,6,16,6,15,6,10,12,13,14,10,12,15,14,11,12,15,8,11,5,15,1,3,3,2,1,1,2,3,2,3,1,10,10,1,9,12,10,11,14,1,1,1,1,1,1,1,10,1,10,15,1,16,20,183,75,10,20,1198798,31/10/1997,3435,
Mathieu Debuchy,D/WB RC,36,120,152,France,Valenciennes FC,8,12,12,8,12,7,12,9,12,13,11,8,14,11,14,14,15,12,13,12,13,15,11,13,12,14,14,12,10,11,13,12,13,11,12,11,12,14,14,13,16,1,1,1,2,1,2,3,1,2,3,3,14,13,8,13,14,16,13,12,1,11,20,19,10,17,10,1,1,10,1,1,8,1,176,77,8,20,118068,28/07/1985,14958,
Joshua Mees,AM/S RL,26,120,125,Germany,Holstein Kiel,7,9,14,12,12,8,13,10,4,5,11,9,6,13,16,11,11,12,12,11,12,11,14,6,13,7,13,15,14,14,9,9,13,12,12,8,12,5,11,10,14,2,1,3,1,1,3,1,3,3,2,2,7,13,5,13,10,14,15,15,1,1,1,1,1,1,1,13,1,13,20,10,18,17,180,75,14,20,934331,15/04/1996,6711,SSV Jahn Regensburg
Mikel Rico,M C,37,120,138,"Spain,Pays Basque",Cartagena,5,10,8,10,11,8,11,11,4,13,12,11,13,11,13,14,16,14,16,9,16,17,10,17,14,16,16,18,9,9,11,9,16,9,13,11,15,9,15,7,12,1,1,1,1,3,2,2,3,1,2,2,10,12,8,17,15,19,14,18,1,1,1,1,1,1,15,1,20,1,1,15,1,1,179,75,12,20,117185,04/11/1984,4536,
Malcom Braida,WB/M/AM RL,25,120,123,Argentina,Club Atlético San Lorenzo de Almagro,8,12,14,10,10,6,8,12,9,5,14,9,5,12,13,14,11,13,12,10,11,14,14,13,13,14,12,11,14,14,11,6,14,14,13,8,12,7,12,3,12,3,3,1,3,3,2,3,2,2,2,3,17,10,7,10,10,13,12,16,1,1,1,1,16,1,1,18,1,12,20,10,16,1,175,72,8,20,1914393,17/05/1997,6231,
Dereck Kutesa,M/AM RL,24,120,132,"Switzerland,Angola",Servette FC,10,12,16,10,14,7,8,9,4,5,11,8,5,14,8,10,7,12,11,10,11,12,15,8,12,5,11,11,16,14,12,7,12,14,12,10,11,9,6,8,16,3,1,1,1,1,3,1,1,2,2,3,16,12,8,6,13,12,8,9,1,1,1,1,1,1,1,18,7,15,20,10,17,4,176,67,8,20,1524826,06/12/1997,6211,
Enzo Crivelli,S,27,120,135,"France,Italy",Servette FC,3,9,11,12,11,7,14,9,4,7,12,10,8,11,16,13,18,12,13,9,11,16,10,10,13,10,15,18,12,10,16,14,14,13,15,15,12,13,14,10,7,2,2,3,2,1,3,3,3,3,1,1,12,14,8,15,12,14,8,7,1,1,1,1,1,1,1,1,1,1,13,1,1,20,184,79,10,20,1152090,06/02/1995,6211,
Lennart Thy,S RL,30,120,124,Germany,PEC Zwolle,7,9,10,11,13,8,13,10,8,6,11,14,8,12,17,11,15,10,12,12,13,12,10,8,12,7,15,17,11,12,16,13,17,12,12,16,10,5,14,7,16,2,3,3,4,2,2,3,2,3,3,3,11,15,6,13,8,16,13,10,1,1,1,1,5,5,1,13,1,13,15,13,15,20,181,81,12,20,3883140,25/02/1992,2000,
Peter Abrahamsson,GK,34,120,126,Sweden,BK Häcken,5,3,4,3,7,10,2,3,2,3,7,5,1,6,10,13,14,12,13,7,13,12,1,13,2,15,11,6,7,11,15,17,12,7,9,15,14,7,13,13,11,13,13,13,8,14,12,14,14,13,13,13,11,10,2,17,16,16,10,13,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,90,6,20,347975206,18/07/1988,2795,
Dennis Srbeny,AM/S C,28,120,128,Germany,SC Paderborn 07,6,7,11,12,11,6,12,12,6,7,11,11,8,13,13,12,14,12,12,12,10,14,12,11,14,7,14,14,12,12,12,16,14,12,13,15,9,5,12,6,9,4,3,3,2,1,2,1,1,2,1,3,11,14,7,11,11,14,12,15,1,1,1,1,1,1,1,1,13,13,1,18,14,20,189,85,10,20,1294223,05/05/1994,8630,
Berkay Özcan,M/AM LC,24,120,135,"Turkey,Germany",Başakşehir Futbol Kulübü,15,14,12,9,15,13,7,10,8,5,14,12,6,15,9,12,15,13,9,16,12,12,14,8,14,6,13,11,9,12,16,9,15,12,12,13,11,6,14,4,14,1,3,1,2,2,1,1,3,1,1,3,10,16,10,7,14,13,11,15,1,1,1,1,1,1,8,15,16,1,15,20,1,10,180,79,12,20,3130365,15/02/1998,8295,
Romell Quioto,AM/S RL,30,120,128,"Honduras,United States",Club de Foot Montréal,11,10,13,13,12,12,13,7,7,7,9,9,6,13,13,11,13,11,12,11,9,11,8,11,12,7,9,13,13,12,12,12,17,16,13,13,9,13,12,4,11,2,3,3,1,1,3,1,3,2,2,2,9,12,12,9,10,7,8,6,1,1,1,1,1,1,1,12,1,12,19,1,19,20,181,78,10,20,1540230,09/08/1991,17159,
Christian Mathenia,GK,30,120,128,Germany,1. FC Nürnberg,5,3,3,2,7,7,9,2,3,1,7,3,2,7,4,13,11,11,14,6,12,14,11,10,4,13,13,13,11,9,14,13,13,10,12,17,16,5,17,5,11,11,10,12,8,15,11,14,17,10,8,10,6,12,6,14,14,16,15,16,20,1,1,1,1,1,1,1,1,1,1,1,1,1,190,89,8,20,1348941,31/03/1992,13425,
Alexandros Paschalakis,GK,32,120,120,Greece,Olympiacos SF Piraeus,2,3,1,2,9,3,1,1,1,1,8,3,3,9,13,10,14,10,9,8,9,16,6,10,5,13,12,10,12,14,13,16,17,12,12,16,12,5,11,8,1,15,9,12,10,13,13,13,16,16,16,12,11,15,9,10,13,16,11,15,20,1,1,1,1,1,1,1,1,1,1,1,1,1,197,90,7,20,627666,28/07/1989,13010,
Raúl Carnero,D/WB L,33,120,129,Spain,Valladolid,8,11,10,9,9,8,9,13,13,13,10,3,13,10,12,12,14,13,14,9,13,8,10,13,13,12,14,14,13,12,13,7,13,14,14,12,14,12,5,7,17,1,2,3,3,2,4,1,1,2,2,2,14,11,4,13,12,13,11,14,1,20,1,1,19,1,1,10,1,1,1,1,1,1,175,72,20,8,261274,30/04/1989,3417,Coruña
Smail Prevljak,S R,27,120,126,"Bosnia and Herzegovina,Germany",KAS Eupen,9,9,11,12,12,9,9,9,8,10,11,7,9,13,13,13,12,12,13,13,11,13,10,8,15,9,13,14,14,13,13,12,12,13,15,13,12,7,7,5,10,3,3,1,2,1,3,3,3,3,1,2,13,15,8,10,10,12,11,13,1,1,1,1,1,1,1,14,10,12,12,12,15,20,187,75,14,20,3668735,10/05/1995,8000,
William Pacho,D C,20,120,-75,Ecuador,R Antwerp FC,6,6,9,7,10,6,13,7,6,14,13,8,12,12,12,13,13,13,11,8,12,14,9,7,9,13,14,14,11,13,16,13,13,12,15,15,12,8,14,7,11,3,3,2,3,2,3,1,3,1,2,2,19,11,6,13,12,10,12,19,1,1,20,1,1,1,12,1,1,1,1,1,1,1,186,81,20,8,23100000,16/10/2001,21109,
Mahdi Camara,M C,24,120,135,"France,The Gambia",AS Saint-Etienne,8,9,10,11,13,8,5,10,4,10,13,9,8,13,12,13,12,13,12,12,13,13,5,12,13,10,13,14,14,14,14,10,13,14,15,13,12,8,8,10,13,2,1,3,2,1,2,2,1,4,4,2,12,11,2,12,10,13,11,12,1,1,1,1,1,1,15,1,20,1,1,1,1,1,178,69,8,20,3779825,30/06/1998,2300,Stade Brestois 29
Lewis Morgan,AM RLC,25,120,130,Scotland,New York Red Bulls,13,13,14,13,13,12,4,14,8,6,12,13,7,14,11,7,10,12,10,13,10,13,13,5,14,7,12,11,14,10,13,7,10,14,12,12,12,4,8,4,13,1,3,2,1,4,2,1,1,1,2,1,13,16,6,13,12,13,12,7,1,7,1,7,11,11,1,14,10,14,20,18,16,14,178,75,20,15,3039472,30/09/1996,12663,
Jesús Dátolo,M/AM C,38,120,144,"Argentina,Italy",Club Atlético Banfield,16,14,15,13,16,14,12,15,8,8,15,15,8,16,8,13,10,15,15,16,15,14,15,16,14,7,15,14,8,8,10,7,12,9,11,9,13,4,14,8,12,3,2,4,3,1,1,2,3,2,3,2,12,11,8,15,12,12,14,16,1,1,1,1,1,1,8,10,20,10,12,20,12,1,175,69,20,7,347975206,19/05/1984,7806,
Vasilis Lampropoulos,D/DM RC,32,120,125,Greece,VfL Bochum 1848,4,8,7,7,8,5,14,5,12,13,9,7,13,8,14,12,14,12,12,9,12,16,6,10,9,13,13,13,12,12,14,14,13,12,13,14,14,14,12,8,13,1,3,2,2,3,2,3,3,3,3,2,13,15,6,12,14,16,12,11,1,10,20,16,1,7,16,1,1,1,1,1,1,1,185,86,12,20,333984,31/03/1990,4794,
Pelly-Ruddock Mpanzu,M C,28,120,123,"England,Democratic Republic of Congo",Luton Town,7,7,14,8,12,7,9,12,6,12,13,8,13,13,12,11,13,9,11,11,10,16,13,10,12,13,14,17,14,13,13,10,15,14,16,17,12,8,11,10,15,3,2,3,4,4,3,3,1,1,1,1,17,15,3,12,8,9,14,19,1,1,1,1,1,1,15,1,20,1,1,10,1,1,175,63,6,20,3505010,22/03/1994,6960,
Jesús Imaz,AM/S C,31,120,125,Spain,Jagiellonia Białystok,9,12,13,13,13,9,10,11,6,6,12,10,6,14,13,13,12,13,12,15,13,14,13,10,15,8,13,13,11,13,12,8,11,11,12,9,12,5,7,5,13,3,3,3,1,3,2,3,3,3,2,1,12,11,12,6,11,11,14,20,1,1,1,1,1,1,1,10,10,10,12,20,12,20,179,70,12,20,347975206,26/09/1990,2430,
Luca Ceppitelli,D C,32,120,130,Italy,Venezia Football Club,2,8,5,9,9,3,15,10,9,14,12,3,14,7,13,13,13,12,14,7,12,13,4,10,9,13,14,14,10,11,13,15,15,12,12,13,13,12,12,10,14,1,2,1,1,1,3,3,3,1,1,3,14,15,9,12,13,15,13,13,1,9,20,11,1,9,1,1,1,1,1,1,1,1,189,83,10,20,668067,11/08/1989,35577,
Diego Bejarano,D/WB R,30,120,124,Bolivia,Club Bolívar,7,13,12,10,11,7,12,8,13,14,12,8,13,11,14,10,11,13,12,12,13,13,10,16,13,12,15,15,14,11,15,9,12,11,13,11,12,11,11,9,15,3,1,2,3,3,3,1,3,1,2,2,10,12,8,14,10,12,7,6,1,12,1,20,10,17,10,1,12,14,1,1,1,1,175,70,9,20,274146,24/08/1991,1482,
Tristan Dingomé,M/AM RC,31,120,130,"France,Cameroon",ESTAC Troyes,11,12,12,6,13,11,6,13,10,8,15,9,10,14,11,13,13,12,13,15,12,14,13,11,10,12,16,14,12,14,12,8,14,12,13,11,13,11,13,9,12,1,3,2,2,1,1,1,1,1,2,2,12,13,6,14,12,15,15,15,1,10,1,1,10,1,14,14,20,14,13,18,15,1,174,71,20,7,788128,17/02/1991,10349,
Víctor Álvarez,D L,29,120,127,Spain,,13,13,13,7,10,9,13,9,12,12,12,10,12,14,9,13,12,12,13,10,12,6,8,9,13,11,12,13,14,13,13,9,13,13,13,8,12,9,11,5,13,1,3,4,1,4,2,1,2,2,1,1,12,10,4,12,9,9,10,13,1,20,1,1,15,1,1,12,1,1,11,1,1,1,178,69,20,12,-1,14/03/1993,,
Gideon Jung,D/DM C,27,120,125,"Germany,Ghana",SpVgg Greuther Fürth,5,7,12,7,11,5,10,8,8,14,12,7,16,11,14,10,15,11,12,8,10,14,7,8,7,12,12,15,13,13,11,14,15,16,16,12,15,13,14,11,14,2,3,3,3,3,1,1,1,2,2,2,11,11,6,13,10,15,15,10,1,1,20,1,1,1,18,1,15,1,1,1,1,1,189,83,10,20,1823301,12/09/1994,15749,
Germán,D C,35,120,134,Spain,R. Santander,6,4,5,7,8,6,15,7,12,13,10,2,13,8,13,12,14,15,15,8,15,14,7,13,8,14,15,14,9,10,11,14,13,9,14,14,17,12,14,5,9,2,2,2,1,2,2,3,2,3,3,1,12,13,4,13,13,17,12,13,1,5,20,8,1,1,10,1,1,1,1,1,1,1,188,82,7,20,347975206,12/12/1986,3810,
Enzo Boyomo,D RC,20,120,156,"Cameroon,France",Albacete,5,11,11,5,13,7,13,9,10,13,13,8,14,13,10,14,11,12,13,13,13,14,5,7,8,11,12,14,14,12,10,12,12,12,13,13,14,5,13,5,9,3,2,2,1,2,1,1,2,2,2,1,13,12,1,11,12,11,10,12,1,1,20,15,1,1,1,1,1,1,1,1,1,1,180,76,13,20,3996000,07/10/2001,3709,
Vincent Sasso,D RC,31,120,128,France,Boavista Futebol Clube - SAD,4,9,8,5,11,6,13,6,7,13,13,6,14,12,14,12,14,14,14,10,13,16,8,12,8,14,13,13,9,10,16,15,13,10,13,14,13,10,14,5,12,1,1,3,1,1,3,2,3,2,3,3,14,13,7,15,12,14,15,15,1,5,20,15,1,1,1,1,1,1,1,1,1,1,190,85,9,20,347975206,16/02/1991,2749,
Mario Engels,AM/S RLC,28,120,120,Germany,Sparta Rotterdam,12,11,13,10,13,11,8,11,4,4,12,11,5,12,12,10,9,11,9,11,9,12,13,7,11,6,11,15,14,15,11,11,12,14,12,10,11,10,11,6,12,1,3,2,3,3,4,3,3,3,4,3,14,12,7,8,12,14,8,10,1,1,1,1,1,1,1,14,12,14,17,17,18,20,184,75,9,20,2094399,22/10/1993,2000,
Miloš Kosanović,D C,31,120,121,Serbia,Al-Jazira Sports & Culture Club,11,11,8,7,10,15,11,13,11,13,11,14,12,10,10,13,12,11,11,9,11,11,8,14,8,14,15,14,9,11,15,15,12,11,13,16,14,10,8,7,6,3,2,1,3,3,3,1,2,2,2,2,15,12,5,10,9,13,13,11,1,13,20,1,1,1,1,1,1,1,1,1,1,1,191,81,20,9,4428235,25/10/1990,29999,
Sam McCallum,D/WB L,21,120,145,England,Norwich City,10,12,10,8,10,6,14,11,15,12,10,7,13,9,13,12,14,13,10,10,11,15,5,7,12,11,11,13,14,12,11,13,15,14,14,12,9,6,6,5,14,3,1,2,2,1,1,3,3,3,2,2,14,12,6,12,13,15,12,13,1,20,1,14,20,14,1,10,1,1,1,1,1,1,184,80,20,11,14614959,02/09/2000,17399,
